file,bytes,overall,productive
BaseIfAttribute.java,2824,7711515,127790
BaseIfAttribute.java,2824,9229486,169998
BaseIfAttribute.java,2824,9984683,183627
BaseIfAttribute.java,2824,7724343,131195
BaseIfAttribute.java,2824,6313573,142380
BaseIfAttribute.java,2824,8236254,239118
Basename.java,3636,11792306,134075
Basename.java,3636,6257119,228860
Basename.java,3636,7174244,196850
Basename.java,3636,6435610,107206
Basename.java,3636,4540866,108684
Basename.java,3636,5871603,133725
Basename.java,3636,4771168,107854
Basename.java,3636,5751829,178205
Basename.java,3636,7565436,116316
Basename.java,3636,5106075,117542
BaseParamFilterReader.java,2269,4343062,88980
BaseParamFilterReader.java,2269,5390710,110065
BaseParamFilterReader.java,2269,5465917,114997
BaseParamFilterReader.java,2269,4690817,138081
BaseParamFilterReader.java,2269,4373002,86840
BaseParamFilterReader.java,2269,5738462,110105
BaseParamFilterReader.java,2269,5465717,111170
BaseParamFilterReader.java,2269,5332477,120605
BaseParamFilterReader.java,2269,4761572,117208
BaseParamFilterReader.java,2269,5160259,113543
BaseResourceCollectionContainer.java,8463,18589050,503028
BaseResourceCollectionContainer.java,8463,18785690,674478
BaseResourceCollectionContainer.java,8463,24657639,340441
BaseResourceCollectionContainer.java,8463,19277808,221715
BaseResourceCollectionContainer.java,8463,17536378,450165
BaseResourceCollectionContainer.java,8463,18028161,476255
BaseResourceCollectionContainer.java,8463,18140348,407865
BaseResourceCollectionContainer.java,8463,19820450,476730
BaseResourceCollectionContainer.java,8463,19256899,493348
BaseResourceCollectionContainer.java,8463,18227396,498383
BaseResourceCollectionWrapper.java,1772,5393032,108343
BaseResourceCollectionWrapper.java,1772,6384760,115650
BaseResourceCollectionWrapper.java,1772,4625745,81935
BaseResourceCollectionWrapper.java,1772,6568451,179665
BaseResourceCollectionWrapper.java,1772,4236520,83692
BaseResourceCollectionWrapper.java,1772,7083842,122908
BaseResourceCollectionWrapper.java,1772,6892157,109252
BaseResourceCollectionWrapper.java,1772,4496355,83012
BaseResourceCollectionWrapper.java,1772,5997907,210748
BaseResourceCollectionWrapper.java,1772,4428190,81140
BaseSelector.java,3427,5189398,115435
BaseSelector.java,3427,9104522,117280
BaseSelector.java,3427,5090941,113717
BaseSelector.java,3427,8554551,275282
BaseSelector.java,3427,6376058,155057
BaseSelector.java,3427,5259938,113828
BaseSelector.java,3427,6093927,145520
BaseSelector.java,3427,6336501,112900
BaseSelector.java,3427,7641368,164408
BaseSelector.java,3427,4863231,112113
BaseSelectorContainer.java,10061,18882523,615110
BaseSelectorContainer.java,10061,18909212,300067
BaseSelectorContainer.java,10061,21232524,297350
BaseSelectorContainer.java,10061,25926391,293583
BaseSelectorContainer.java,10061,16672940,468290
BaseSelectorContainer.java,10061,17071705,455158
BaseSelectorContainer.java,10061,17846250,471675
BaseSelectorContainer.java,10061,22971208,426635
BaseSelectorContainer.java,10061,18699700,307060
BaseSelectorContainer.java,10061,17440378,292090
BaseTest.java,6588,8844414,191435
BaseTest.java,6588,10551955,351818
BaseTest.java,6588,7306858,138686
BaseTest.java,6588,13097421,307605
BaseTest.java,6588,15840667,315925
BaseTest.java,6588,8660450,200078
BaseTest.java,6588,11308227,274783
BaseTest.java,6588,8994289,436882
BaseTest.java,6588,9507902,304673
BaseTest.java,6588,11925037,305513
BasicShape.java,1754,4747346,107675
BasicShape.java,1754,4912915,95807
BasicShape.java,1754,3869256,100250
